Geography,Gender,Indicators,Percent,Number,Date
Canada,Total,Always,65.5,20430,2021-07-01
Canada,Total,Always,63.1,19775,2021-10-01
Canada,Total,Always,63.8,20161,2022-01-01
Canada,Total,Always,62.6,19831,2022-04-01
Canada,Total,Always,64.6,20548,2022-07-01
Canada,Total,Always,57.3,18311,2022-10-01
Canada,Total,Always,56.8,18295,2023-04-01
Canada,Total,Always,59.9,19841,2024-01-01
Canada,Total,Always,53,17721,2024-04-01
Canada,Total,Always,57.2,19332,2024-07-01
Canada,Total,Always,56.3,19151,2024-10-01
Canada,Total,Always,57.8,19884,2025-01-01
Canada,Total,Always,55.9,19305,2025-04-01
Canada,Total,Sometimes,27,8420,2021-07-01
Canada,Total,Sometimes,28,8781,2021-10-01
Canada,Total,Sometimes,28.3,8925,2022-01-01
Canada,Total,Sometimes,28.4,8987,2022-04-01
Canada,Total,Sometimes,27.7,8821,2022-07-01
Canada,Total,Sometimes,31.4,10043,2022-10-01
Canada,Total,Sometimes,30.1,9696,2023-04-01
Canada,Total,Sometimes,30.2,10016,2024-01-01
Canada,Total,Sometimes,33.8,11288,2024-04-01
Canada,Total,Sometimes,30.3,10232,2024-07-01
Canada,Total,Sometimes,31.3,10643,2024-10-01
Canada,Total,Sometimes,30.9,10616,2025-01-01
Canada,Total,Sometimes,32.1,11078,2025-04-01
Canada,Total,Rarely,7.6,2357,2021-07-01
Canada,Total,Rarely,8.9,2778,2021-10-01
Canada,Total,Rarely,7.9,2504,2022-01-01
Canada,Total,Rarely,9,2864,2022-04-01
Canada,Total,Rarely,7.7,2459,2022-07-01
Canada,Total,Rarely,11.2,3591,2022-10-01
Canada,Total,Rarely,13.1,4220,2023-04-01
Canada,Total,Rarely,9.9,3265,2024-01-01
Canada,Total,Rarely,13.2,4405,2024-04-01
Canada,Total,Rarely,12.5,4227,2024-07-01
Canada,Total,Rarely,12.5,4249,2024-10-01
Canada,Total,Rarely,11.4,3906,2025-01-01
Canada,Total,Rarely,12,4131,2025-04-01
Canada,Men,Always,64.6,9943,2021-07-01
Canada,Men,Always,61.7,9588,2021-10-01
Canada,Men,Always,62.8,9794,2022-01-01
Canada,Men,Always,61.7,9648,2022-04-01
Canada,Men,Always,62.8,9916,2022-07-01
Canada,Men,Always,55.7,8807,2022-10-01
Canada,Men,Always,55,8788,2023-04-01
Canada,Men,Always,59.1,9715,2024-01-01
Canada,Men,Always,51.1,8517,2024-04-01
Canada,Men,Always,55.6,9354,2024-07-01
Canada,Men,Always,54.6,9269,2024-10-01
Canada,Men,Always,56.3,9644,2025-01-01
Canada,Men,Always,55.5,9536,2025-04-01
Canada,Men,Sometimes,26.7,4112,2021-07-01
Canada,Men,Sometimes,28.1,4363,2021-10-01
Canada,Men,Sometimes,28.1,4384,2022-01-01
Canada,Men,Sometimes,27.7,4330,2022-04-01
Canada,Men,Sometimes,28,4430,2022-07-01
Canada,Men,Sometimes,31,4895,2022-10-01
Canada,Men,Sometimes,30.3,4852,2023-04-01
Canada,Men,Sometimes,29.9,4908,2024-01-01
Canada,Men,Sometimes,34.2,5689,2024-04-01
Canada,Men,Sometimes,30.4,5114,2024-07-01
Canada,Men,Sometimes,31,5266,2024-10-01
Canada,Men,Sometimes,32,5484,2025-01-01
Canada,Men,Sometimes,30.9,5319,2025-04-01
Canada,Men,Rarely,8.7,1341,2021-07-01
Canada,Men,Rarely,10.2,1582,2021-10-01
Canada,Men,Rarely,9.1,1415,2022-01-01
Canada,Men,Rarely,10.6,1650,2022-04-01
Canada,Men,Rarely,9.2,1456,2022-07-01
Canada,Men,Rarely,13.3,2110,2022-10-01
Canada,Men,Rarely,14.7,2350,2023-04-01
Canada,Men,Rarely,11,1811,2024-01-01
Canada,Men,Rarely,14.7,2446,2024-04-01
Canada,Men,Rarely,14,2360,2024-07-01
Canada,Men,Rarely,14.4,2436,2024-10-01
Canada,Men,Rarely,11.7,2011,2025-01-01
Canada,Men,Rarely,13.6,2332,2025-04-01
Canada,Women,Always,66.3,10487,2021-07-01
Canada,Women,Always,64.5,10187,2021-10-01
Canada,Women,Always,64.8,10368,2022-01-01
Canada,Women,Always,63.4,10182,2022-04-01
Canada,Women,Always,66.3,10633,2022-07-01
Canada,Women,Always,58.9,9504,2022-10-01
Canada,Women,Always,58.6,9507,2023-04-01
Canada,Women,Always,60.7,10126,2024-01-01
Canada,Women,Always,54.9,9204,2024-04-01
Canada,Women,Always,58.8,9978,2024-07-01
Canada,Women,Always,57.9,9882,2024-10-01
Canada,Women,Always,59.3,10240,2025-01-01
Canada,Women,Always,56.4,9769,2025-04-01
Canada,Women,Sometimes,27.3,4309,2021-07-01
Canada,Women,Sometimes,28,4418,2021-10-01
Canada,Women,Sometimes,28.4,4540,2022-01-01
Canada,Women,Sometimes,29,4656,2022-04-01
Canada,Women,Sometimes,27.4,4392,2022-07-01
Canada,Women,Sometimes,31.9,5148,2022-10-01
Canada,Women,Sometimes,29.9,4844,2023-04-01
Canada,Women,Sometimes,30.6,5108,2024-01-01
Canada,Women,Sometimes,33.4,5599,2024-04-01
Canada,Women,Sometimes,30.2,5118,2024-07-01
Canada,Women,Sometimes,31.5,5377,2024-10-01
Canada,Women,Sometimes,29.7,5132,2025-01-01
Canada,Women,Sometimes,33.2,5759,2025-04-01
Canada,Women,Rarely,6.4,1016,2021-07-01
Canada,Women,Rarely,7.6,1196,2021-10-01
Canada,Women,Rarely,6.8,1089,2022-01-01
Canada,Women,Rarely,7.6,1215,2022-04-01
Canada,Women,Rarely,6.3,1003,2022-07-01
Canada,Women,Rarely,9.2,1482,2022-10-01
Canada,Women,Rarely,11.5,1870,2023-04-01
Canada,Women,Rarely,8.7,1453,2024-01-01
Canada,Women,Rarely,11.7,1959,2024-04-01
Canada,Women,Rarely,11,1867,2024-07-01
Canada,Women,Rarely,10.6,1813,2024-10-01
Canada,Women,Rarely,11,1896,2025-01-01
Canada,Women,Rarely,10.4,1799,2025-04-01
Newfoundland_Labrador,Total,Always,64.1,285,2021-07-01
Newfoundland_Labrador,Total,Always,61.1,269,2021-10-01
Newfoundland_Labrador,Total,Always,62,277,2022-01-01
Newfoundland_Labrador,Total,Always,61.3,274,2022-04-01
Newfoundland_Labrador,Total,Always,61.6,276,2022-07-01
Newfoundland_Labrador,Total,Always,57.9,260,2022-10-01
Newfoundland_Labrador,Total,Always,53.1,238,2023-04-01
Newfoundland_Labrador,Total,Always,56.9,261,2024-01-01
Newfoundland_Labrador,Total,Always,51.7,238,2024-04-01
Newfoundland_Labrador,Total,Always,49.3,227,2024-07-01
Newfoundland_Labrador,Total,Always,52.4,243,2024-10-01
Newfoundland_Labrador,Total,Always,55.1,259,2025-01-01
Newfoundland_Labrador,Total,Always,54.7,258,2025-04-01
Newfoundland_Labrador,Total,Sometimes,30.6,136,2021-07-01
Newfoundland_Labrador,Total,Sometimes,29.7,131,2021-10-01
Newfoundland_Labrador,Total,Sometimes,28.1,126,2022-01-01
Newfoundland_Labrador,Total,Sometimes,30,134,2022-04-01
Newfoundland_Labrador,Total,Sometimes,26.9,121,2022-07-01
Newfoundland_Labrador,Total,Sometimes,30.3,136,2022-10-01
Newfoundland_Labrador,Total,Sometimes,34.3,154,2023-04-01
Newfoundland_Labrador,Total,Sometimes,34.9,160,2024-01-01
Newfoundland_Labrador,Total,Sometimes,34.4,159,2024-04-01
Newfoundland_Labrador,Total,Sometimes,38.5,178,2024-07-01
Newfoundland_Labrador,Total,Sometimes,33.8,157,2024-10-01
Newfoundland_Labrador,Total,Sometimes,32.4,152,2025-01-01
Newfoundland_Labrador,Total,Sometimes,34.5,163,2025-04-01
Newfoundland_Labrador,Total,Rarely,5.3,NA,2021-07-01
Newfoundland_Labrador,Total,Rarely,9.3,NA,2021-10-01
Newfoundland_Labrador,Total,Rarely,9.9,NA,2022-01-01
Newfoundland_Labrador,Total,Rarely,8.7,NA,2022-04-01
Newfoundland_Labrador,Total,Rarely,11.5,NA,2022-07-01
Newfoundland_Labrador,Total,Rarely,11.8,NA,2022-10-01
Newfoundland_Labrador,Total,Rarely,12.7,57,2023-04-01
Newfoundland_Labrador,Total,Rarely,8.3,NA,2024-01-01
Newfoundland_Labrador,Total,Rarely,13.9,64,2024-04-01
Newfoundland_Labrador,Total,Rarely,12.1,NA,2024-07-01
Newfoundland_Labrador,Total,Rarely,13.8,NA,2024-10-01
Newfoundland_Labrador,Total,Rarely,12.5,NA,2025-01-01
Newfoundland_Labrador,Total,Rarely,10.8,NA,2025-04-01
Newfoundland_Labrador,Men,Always,64,138,2021-07-01
Newfoundland_Labrador,Men,Always,58.4,128,2021-10-01
Newfoundland_Labrador,Men,Always,60,132,2022-01-01
Newfoundland_Labrador,Men,Always,62.3,137,2022-04-01
Newfoundland_Labrador,Men,Always,53.6,119,2022-07-01
Newfoundland_Labrador,Men,Always,54.9,121,2022-10-01
Newfoundland_Labrador,Men,Always,49.9,111,2023-04-01
Newfoundland_Labrador,Men,Always,56.9,129,2024-01-01
Newfoundland_Labrador,Men,Always,56.2,129,2024-04-01
Newfoundland_Labrador,Men,Always,47.5,109,2024-07-01
Newfoundland_Labrador,Men,Always,52.2,119,2024-10-01
Newfoundland_Labrador,Men,Always,59.4,137,2025-01-01
Newfoundland_Labrador,Men,Always,49.9,116,2025-04-01
Newfoundland_Labrador,Men,Sometimes,28.8,NA,2021-07-01
Newfoundland_Labrador,Men,Sometimes,28.9,NA,2021-10-01
Newfoundland_Labrador,Men,Sometimes,25.5,56,2022-01-01
Newfoundland_Labrador,Men,Sometimes,27.6,61,2022-04-01
Newfoundland_Labrador,Men,Sometimes,31.1,NA,2022-07-01
Newfoundland_Labrador,Men,Sometimes,31.3,NA,2022-10-01
Newfoundland_Labrador,Men,Sometimes,37.4,83,2023-04-01
Newfoundland_Labrador,Men,Sometimes,33,75,2024-01-01
Newfoundland_Labrador,Men,Sometimes,30.5,70,2024-04-01
Newfoundland_Labrador,Men,Sometimes,39.2,90,2024-07-01
Newfoundland_Labrador,Men,Sometimes,29.6,NA,2024-10-01
Newfoundland_Labrador,Men,Sometimes,28.3,65,2025-01-01
Newfoundland_Labrador,Men,Sometimes,38.4,89,2025-04-01
Newfoundland_Labrador,Men,Rarely,7.1,NA,2021-07-01
Newfoundland_Labrador,Men,Rarely,12.6,NA,2021-10-01
Newfoundland_Labrador,Men,Rarely,14.6,NA,2022-01-01
Newfoundland_Labrador,Men,Rarely,10.1,NA,2022-04-01
Newfoundland_Labrador,Men,Rarely,15.3,NA,2022-07-01
Newfoundland_Labrador,Men,Rarely,13.8,NA,2022-10-01
Newfoundland_Labrador,Men,Rarely,12.7,NA,2023-04-01
Newfoundland_Labrador,Men,Rarely,10,NA,2024-01-01
Newfoundland_Labrador,Men,Rarely,13.3,NA,2024-04-01
Newfoundland_Labrador,Men,Rarely,13.3,NA,2024-07-01
Newfoundland_Labrador,Men,Rarely,18.2,NA,2024-10-01
Newfoundland_Labrador,Men,Rarely,12.3,NA,2025-01-01
Newfoundland_Labrador,Men,Rarely,11.8,NA,2025-04-01
Newfoundland_Labrador,Women,Always,64.2,147,2021-07-01
Newfoundland_Labrador,Women,Always,63.7,141,2021-10-01
Newfoundland_Labrador,Women,Always,63.9,146,2022-01-01
Newfoundland_Labrador,Women,Always,60.4,138,2022-04-01
Newfoundland_Labrador,Women,Always,69.3,157,2022-07-01
Newfoundland_Labrador,Women,Always,60.9,139,2022-10-01
Newfoundland_Labrador,Women,Always,56.1,127,2023-04-01
Newfoundland_Labrador,Women,Always,56.8,132,2024-01-01
Newfoundland_Labrador,Women,Always,47.2,109,2024-04-01
Newfoundland_Labrador,Women,Always,51.1,118,2024-07-01
Newfoundland_Labrador,Women,Always,52.7,124,2024-10-01
Newfoundland_Labrador,Women,Always,50.9,122,2025-01-01
Newfoundland_Labrador,Women,Always,59.3,142,2025-04-01
Newfoundland_Labrador,Women,Sometimes,32.3,74,2021-07-01
Newfoundland_Labrador,Women,Sometimes,30.4,67,2021-10-01
Newfoundland_Labrador,Women,Sometimes,30.6,70,2022-01-01
Newfoundland_Labrador,Women,Sometimes,32.3,74,2022-04-01
Newfoundland_Labrador,Women,Sometimes,22.8,52,2022-07-01
Newfoundland_Labrador,Women,Sometimes,29.3,67,2022-10-01
Newfoundland_Labrador,Women,Sometimes,31.2,71,2023-04-01
Newfoundland_Labrador,Women,Sometimes,36.6,85,2024-01-01
Newfoundland_Labrador,Women,Sometimes,38.3,89,2024-04-01
Newfoundland_Labrador,Women,Sometimes,37.9,88,2024-07-01
Newfoundland_Labrador,Women,Sometimes,37.8,89,2024-10-01
Newfoundland_Labrador,Women,Sometimes,36.4,87,2025-01-01
Newfoundland_Labrador,Women,Sometimes,30.8,74,2025-04-01
Newfoundland_Labrador,Women,Rarely,3.5,NA,2021-07-01
Newfoundland_Labrador,Women,Rarely,5.9,NA,2021-10-01
Newfoundland_Labrador,Women,Rarely,5.5,NA,2022-01-01
Newfoundland_Labrador,Women,Rarely,7.3,NA,2022-04-01
Newfoundland_Labrador,Women,Rarely,7.9,NA,2022-07-01
Newfoundland_Labrador,Women,Rarely,9.8,NA,2022-10-01
Newfoundland_Labrador,Women,Rarely,12.6,NA,2023-04-01
Newfoundland_Labrador,Women,Rarely,6.6,NA,2024-01-01
Newfoundland_Labrador,Women,Rarely,14.5,NA,2024-04-01
Newfoundland_Labrador,Women,Rarely,10.9,NA,2024-07-01
Newfoundland_Labrador,Women,Rarely,9.5,NA,2024-10-01
Newfoundland_Labrador,Women,Rarely,12.7,NA,2025-01-01
Newfoundland_Labrador,Women,Rarely,9.9,NA,2025-04-01
Prince_Edward,Total,Always,66.6,90,2021-07-01
Prince_Edward,Total,Always,65.5,89,2021-10-01
Prince_Edward,Total,Always,65.1,89,2022-01-01
Prince_Edward,Total,Always,65.9,91,2022-04-01
Prince_Edward,Total,Always,72.7,102,2022-07-01
Prince_Edward,Total,Always,64.9,91,2022-10-01
Prince_Edward,Total,Always,58.5,84,2023-04-01
Prince_Edward,Total,Always,59.4,88,2024-01-01
Prince_Edward,Total,Always,56.9,85,2024-04-01
Prince_Edward,Total,Always,58.5,88,2024-07-01
Prince_Edward,Total,Always,59.7,91,2024-10-01
Prince_Edward,Total,Always,50.2,77,2025-01-01
Prince_Edward,Total,Always,61.2,93,2025-04-01
Prince_Edward,Total,Sometimes,26.2,35,2021-07-01
Prince_Edward,Total,Sometimes,25.7,35,2021-10-01
Prince_Edward,Total,Sometimes,26.9,37,2022-01-01
Prince_Edward,Total,Sometimes,25.4,35,2022-04-01
Prince_Edward,Total,Sometimes,20,28,2022-07-01
Prince_Edward,Total,Sometimes,29.1,41,2022-10-01
Prince_Edward,Total,Sometimes,30.3,43,2023-04-01
Prince_Edward,Total,Sometimes,31.3,46,2024-01-01
Prince_Edward,Total,Sometimes,28.1,42,2024-04-01
Prince_Edward,Total,Sometimes,28.5,43,2024-07-01
Prince_Edward,Total,Sometimes,31.2,47,2024-10-01
Prince_Edward,Total,Sometimes,37.5,57,2025-01-01
Prince_Edward,Total,Sometimes,28.2,43,2025-04-01
Prince_Edward,Total,Rarely,7.1,NA,2021-07-01
Prince_Edward,Total,Rarely,8.7,NA,2021-10-01
Prince_Edward,Total,Rarely,8,NA,2022-01-01
Prince_Edward,Total,Rarely,8.7,NA,2022-04-01
Prince_Edward,Total,Rarely,7.3,NA,2022-07-01
Prince_Edward,Total,Rarely,6.1,NA,2022-10-01
Prince_Edward,Total,Rarely,11.2,NA,2023-04-01
Prince_Edward,Total,Rarely,9.3,14,2024-01-01
Prince_Edward,Total,Rarely,15,22,2024-04-01
Prince_Edward,Total,Rarely,13,NA,2024-07-01
Prince_Edward,Total,Rarely,9.1,NA,2024-10-01
Prince_Edward,Total,Rarely,12.3,NA,2025-01-01
Prince_Edward,Total,Rarely,10.7,NA,2025-04-01
Prince_Edward,Men,Always,66.2,44,2021-07-01
Prince_Edward,Men,Always,57,37,2021-10-01
Prince_Edward,Men,Always,63.1,42,2022-01-01
Prince_Edward,Men,Always,64.6,44,2022-04-01
Prince_Edward,Men,Always,70.1,48,2022-07-01
Prince_Edward,Men,Always,63.4,45,2022-10-01
Prince_Edward,Men,Always,60.2,42,2023-04-01
Prince_Edward,Men,Always,55.6,41,2024-01-01
Prince_Edward,Men,Always,59.8,45,2024-04-01
Prince_Edward,Men,Always,57.7,44,2024-07-01
Prince_Edward,Men,Always,62.8,48,2024-10-01
Prince_Edward,Men,Always,44.3,33,2025-01-01
Prince_Edward,Men,Always,53.5,40,2025-04-01
Prince_Edward,Men,Sometimes,27.2,NA,2021-07-01
Prince_Edward,Men,Sometimes,31.8,21,2021-10-01
Prince_Edward,Men,Sometimes,27.4,18,2022-01-01
Prince_Edward,Men,Sometimes,25.6,17,2022-04-01
Prince_Edward,Men,Sometimes,22.1,NA,2022-07-01
Prince_Edward,Men,Sometimes,28.6,20,2022-10-01
Prince_Edward,Men,Sometimes,29.4,NA,2023-04-01
Prince_Edward,Men,Sometimes,34.4,25,2024-01-01
Prince_Edward,Men,Sometimes,24,18,2024-04-01
Prince_Edward,Men,Sometimes,28.5,22,2024-07-01
Prince_Edward,Men,Sometimes,28,NA,2024-10-01
Prince_Edward,Men,Sometimes,37.7,28,2025-01-01
Prince_Edward,Men,Sometimes,30.9,23,2025-04-01
Prince_Edward,Men,Rarely,6.6,NA,2021-07-01
Prince_Edward,Men,Rarely,11.2,NA,2021-10-01
Prince_Edward,Men,Rarely,9.5,NA,2022-01-01
Prince_Edward,Men,Rarely,9.9,NA,2022-04-01
Prince_Edward,Men,Rarely,7.8,NA,2022-07-01
Prince_Edward,Men,Rarely,8,NA,2022-10-01
Prince_Edward,Men,Rarely,10.4,NA,2023-04-01
Prince_Edward,Men,Rarely,10,NA,2024-01-01
Prince_Edward,Men,Rarely,16.1,NA,2024-04-01
Prince_Edward,Men,Rarely,13.7,NA,2024-07-01
Prince_Edward,Men,Rarely,9.1,NA,2024-10-01
Prince_Edward,Men,Rarely,18,NA,2025-01-01
Prince_Edward,Men,Rarely,15.6,NA,2025-04-01
Prince_Edward,Women,Always,67,46,2021-07-01
Prince_Edward,Women,Always,73.4,52,2021-10-01
Prince_Edward,Women,Always,67.1,47,2022-01-01
Prince_Edward,Women,Always,67.3,47,2022-04-01
Prince_Edward,Women,Always,75.1,54,2022-07-01
Prince_Edward,Women,Always,66.4,47,2022-10-01
Prince_Edward,Women,Always,56.9,42,2023-04-01
Prince_Edward,Women,Always,63.1,47,2024-01-01
Prince_Edward,Women,Always,53.9,40,2024-04-01
Prince_Edward,Women,Always,59.2,45,2024-07-01
Prince_Edward,Women,Always,56.6,43,2024-10-01
Prince_Edward,Women,Always,55.8,44,2025-01-01
Prince_Edward,Women,Always,68.4,54,2025-04-01
Prince_Edward,Women,Sometimes,25.3,17,2021-07-01
Prince_Edward,Women,Sometimes,20.1,14,2021-10-01
Prince_Edward,Women,Sometimes,26.3,18,2022-01-01
Prince_Edward,Women,Sometimes,25.3,18,2022-04-01
Prince_Edward,Women,Sometimes,18,NA,2022-07-01
Prince_Edward,Women,Sometimes,29.6,21,2022-10-01
Prince_Edward,Women,Sometimes,31.2,23,2023-04-01
Prince_Edward,Women,Sometimes,28.3,21,2024-01-01
Prince_Edward,Women,Sometimes,32.3,24,2024-04-01
Prince_Edward,Women,Sometimes,28.4,21,2024-07-01
Prince_Edward,Women,Sometimes,34.3,26,2024-10-01
Prince_Edward,Women,Sometimes,37.4,29,2025-01-01
Prince_Edward,Women,Sometimes,25.6,20,2025-04-01
Prince_Edward,Women,Rarely,7.6,NA,2021-07-01
Prince_Edward,Women,Rarely,6.5,NA,2021-10-01
Prince_Edward,Women,Rarely,6.6,NA,2022-01-01
Prince_Edward,Women,Rarely,7.5,NA,2022-04-01
Prince_Edward,Women,Rarely,6.8,NA,2022-07-01
Prince_Edward,Women,Rarely,4.1,NA,2022-10-01
Prince_Edward,Women,Rarely,12,NA,2023-04-01
Prince_Edward,Women,Rarely,8.6,NA,2024-01-01
Prince_Edward,Women,Rarely,13.8,NA,2024-04-01
Prince_Edward,Women,Rarely,12.4,NA,2024-07-01
Prince_Edward,Women,Rarely,9.1,NA,2024-10-01
Prince_Edward,Women,Rarely,6.8,NA,2025-01-01
Prince_Edward,Women,Rarely,6,NA,2025-04-01
NovaScotia,Total,Always,67.3,557,2021-07-01
NovaScotia,Total,Always,59.1,491,2021-10-01
NovaScotia,Total,Always,59.8,501,2022-01-01
NovaScotia,Total,Always,59,494,2022-04-01
NovaScotia,Total,Always,62.7,533,2022-07-01
NovaScotia,Total,Always,52.5,448,2022-10-01
NovaScotia,Total,Always,57,493,2023-04-01
NovaScotia,Total,Always,55.7,493,2024-01-01
NovaScotia,Total,Always,44.9,400,2024-04-01
NovaScotia,Total,Always,53.7,482,2024-07-01
NovaScotia,Total,Always,52.4,473,2024-10-01
NovaScotia,Total,Always,55.5,508,2025-01-01
NovaScotia,Total,Always,53.5,490,2025-04-01
NovaScotia,Total,Sometimes,25.1,208,2021-07-01
NovaScotia,Total,Sometimes,26.7,222,2021-10-01
NovaScotia,Total,Sometimes,34.5,289,2022-01-01
NovaScotia,Total,Sometimes,29,244,2022-04-01
NovaScotia,Total,Sometimes,27.9,237,2022-07-01
NovaScotia,Total,Sometimes,33.5,286,2022-10-01
NovaScotia,Total,Sometimes,31,268,2023-04-01
NovaScotia,Total,Sometimes,29.3,259,2024-01-01
NovaScotia,Total,Sometimes,40.9,365,2024-04-01
NovaScotia,Total,Sometimes,29.1,261,2024-07-01
NovaScotia,Total,Sometimes,36.7,332,2024-10-01
NovaScotia,Total,Sometimes,34.6,317,2025-01-01
NovaScotia,Total,Sometimes,31.3,287,2025-04-01
NovaScotia,Total,Rarely,7.6,NA,2021-07-01
NovaScotia,Total,Rarely,14.2,118,2021-10-01
NovaScotia,Total,Rarely,5.7,NA,2022-01-01
NovaScotia,Total,Rarely,12,NA,2022-04-01
NovaScotia,Total,Rarely,9.4,NA,2022-07-01
NovaScotia,Total,Rarely,14,120,2022-10-01
NovaScotia,Total,Rarely,12,104,2023-04-01
NovaScotia,Total,Rarely,15.1,134,2024-01-01
NovaScotia,Total,Rarely,14.2,127,2024-04-01
NovaScotia,Total,Rarely,17.1,154,2024-07-01
NovaScotia,Total,Rarely,10.9,NA,2024-10-01
NovaScotia,Total,Rarely,9.8,NA,2025-01-01
NovaScotia,Total,Rarely,15.1,139,2025-04-01
NovaScotia,Men,Always,63.1,253,2021-07-01
NovaScotia,Men,Always,57.7,237,2021-10-01
NovaScotia,Men,Always,57.4,231,2022-01-01
NovaScotia,Men,Always,51.3,210,2022-04-01
NovaScotia,Men,Always,60.5,251,2022-07-01
NovaScotia,Men,Always,54.3,228,2022-10-01
NovaScotia,Men,Always,55.5,231,2023-04-01
NovaScotia,Men,Always,52.6,230,2024-01-01
NovaScotia,Men,Always,42,183,2024-04-01
NovaScotia,Men,Always,53.4,234,2024-07-01
NovaScotia,Men,Always,51.3,227,2024-10-01
NovaScotia,Men,Always,51.7,233,2025-01-01
NovaScotia,Men,Always,56.7,257,2025-04-01
NovaScotia,Men,Sometimes,28.1,113,2021-07-01
NovaScotia,Men,Sometimes,27.9,115,2021-10-01
NovaScotia,Men,Sometimes,35.2,142,2022-01-01
NovaScotia,Men,Sometimes,33.1,136,2022-04-01
NovaScotia,Men,Sometimes,28,116,2022-07-01
NovaScotia,Men,Sometimes,32.9,138,2022-10-01
NovaScotia,Men,Sometimes,30.3,126,2023-04-01
NovaScotia,Men,Sometimes,29.3,128,2024-01-01
NovaScotia,Men,Sometimes,36.7,159,2024-04-01
NovaScotia,Men,Sometimes,28.9,127,2024-07-01
NovaScotia,Men,Sometimes,35.1,156,2024-10-01
NovaScotia,Men,Sometimes,36.5,164,2025-01-01
NovaScotia,Men,Sometimes,30,136,2025-04-01
NovaScotia,Men,Rarely,8.8,NA,2021-07-01
NovaScotia,Men,Rarely,14.4,NA,2021-10-01
NovaScotia,Men,Rarely,7.4,NA,2022-01-01
NovaScotia,Men,Rarely,15.6,NA,2022-04-01
NovaScotia,Men,Rarely,11.4,NA,2022-07-01
NovaScotia,Men,Rarely,12.8,NA,2022-10-01
NovaScotia,Men,Rarely,14.2,NA,2023-04-01
NovaScotia,Men,Rarely,18,NA,2024-01-01
NovaScotia,Men,Rarely,21.3,NA,2024-04-01
NovaScotia,Men,Rarely,17.7,NA,2024-07-01
NovaScotia,Men,Rarely,13.7,NA,2024-10-01
NovaScotia,Men,Rarely,11.8,NA,2025-01-01
NovaScotia,Men,Rarely,13.4,NA,2025-04-01
NovaScotia,Women,Always,71.3,304,2021-07-01
NovaScotia,Women,Always,60.4,254,2021-10-01
NovaScotia,Women,Always,62,270,2022-01-01
NovaScotia,Women,Always,66.3,284,2022-04-01
NovaScotia,Women,Always,64.7,282,2022-07-01
NovaScotia,Women,Always,50.7,219,2022-10-01
NovaScotia,Women,Always,58.4,261,2023-04-01
NovaScotia,Women,Always,58.6,263,2024-01-01
NovaScotia,Women,Always,47.6,217,2024-04-01
NovaScotia,Women,Always,54,248,2024-07-01
NovaScotia,Women,Always,53.4,245,2024-10-01
NovaScotia,Women,Always,59.2,275,2025-01-01
NovaScotia,Women,Always,50.4,233,2025-04-01
NovaScotia,Women,Sometimes,22.3,95,2021-07-01
NovaScotia,Women,Sometimes,25.6,108,2021-10-01
NovaScotia,Women,Sometimes,33.8,147,2022-01-01
NovaScotia,Women,Sometimes,25.2,108,2022-04-01
NovaScotia,Women,Sometimes,27.8,121,2022-07-01
NovaScotia,Women,Sometimes,34.1,148,2022-10-01
NovaScotia,Women,Sometimes,31.7,142,2023-04-01
NovaScotia,Women,Sometimes,29.2,131,2024-01-01
NovaScotia,Women,Sometimes,45,205,2024-04-01
NovaScotia,Women,Sometimes,29.4,135,2024-07-01
NovaScotia,Women,Sometimes,38.4,176,2024-10-01
NovaScotia,Women,Sometimes,32.8,153,2025-01-01
NovaScotia,Women,Sometimes,32.7,152,2025-04-01
NovaScotia,Women,Rarely,6.5,NA,2021-07-01
NovaScotia,Women,Rarely,14,NA,2021-10-01
NovaScotia,Women,Rarely,4.2,NA,2022-01-01
NovaScotia,Women,Rarely,8.6,NA,2022-04-01
NovaScotia,Women,Rarely,7.5,NA,2022-07-01
NovaScotia,Women,Rarely,15.2,NA,2022-10-01
NovaScotia,Women,Rarely,10,NA,2023-04-01
NovaScotia,Women,Rarely,12.2,NA,2024-01-01
NovaScotia,Women,Rarely,7.5,NA,2024-04-01
NovaScotia,Women,Rarely,16.6,NA,2024-07-01
NovaScotia,Women,Rarely,8.2,NA,2024-10-01
NovaScotia,Women,Rarely,8,NA,2025-01-01
NovaScotia,Women,Rarely,16.9,NA,2025-04-01
New_Brunswick,Total,Always,65.4,429,2021-07-01
New_Brunswick,Total,Always,63,412,2021-10-01
New_Brunswick,Total,Always,62.4,410,2022-01-01
New_Brunswick,Total,Always,59.9,398,2022-04-01
New_Brunswick,Total,Always,68,456,2022-07-01
New_Brunswick,Total,Always,57.5,389,2022-10-01
New_Brunswick,Total,Always,52.6,359,2023-04-01
New_Brunswick,Total,Always,58,406,2024-01-01
New_Brunswick,Total,Always,54.8,385,2024-04-01
New_Brunswick,Total,Always,59.3,423,2024-07-01
New_Brunswick,Total,Always,52.7,378,2024-10-01
New_Brunswick,Total,Always,56.2,403,2025-01-01
New_Brunswick,Total,Always,58.8,425,2025-04-01
New_Brunswick,Total,Sometimes,26,171,2021-07-01
New_Brunswick,Total,Sometimes,26.6,174,2021-10-01
New_Brunswick,Total,Sometimes,30.6,201,2022-01-01
New_Brunswick,Total,Sometimes,29.2,194,2022-04-01
New_Brunswick,Total,Sometimes,24,161,2022-07-01
New_Brunswick,Total,Sometimes,29.2,197,2022-10-01
New_Brunswick,Total,Sometimes,36.2,247,2023-04-01
